编码,名称,年份,季度,日期,ROE,净利润率,净利润同比增长率,资产负债率,现金流比率,市净率,市净率相对值,股价
sh.688299,长阳科技,2023,1,2023-05-29,0.011957,0.099381,-0.294889,0.239126,-0.10086,2.154507,0.04251380888697977,15.75
sh.688300,联瑞新材,2023,1,2023-05-29,0.023078,0.197991,-0.327249,0.187364,0.295925,6.454077,0.4880217222338347,65.17
sh.688301,奕瑞科技,2023,1,2023-05-29,0.034629,0.306517,0.332923,0.317965,-0.093275,7.239519,0.15774845749198224,267.82
sh.688302,海创药业,2023,1,2023-05-29,-0.048398,-10000.0,0.132687,0.095314,-10000.0,4.458188,0.5800357465124842,68.85
sh.688303,大全能源,2023,1,2023-05-29,0.061864,0.599426,-0.324871,0.120818,1.106961,1.742248,0.0006895320691470062,39.59
sh.688305,科德数控,2023,1,2023-05-29,0.025731,0.315537,2.590939,0.215066,-0.416345,8.359837,0.14893744030563513,94.95
sh.688306,均普智能,2023,1,2023-05-29,-0.02314,-0.211714,-2.352399,0.609889,0.415698,3.260059,0.043400312642914,5.17
sh.688307,中润光学,2023,1,2023-05-29,-0.001604,-0.010526,-0.828636,0.152899,-0.264819,3.463731,0.046094480866888714,32.04
sh.688308,欧科亿,2023,1,2023-05-29,0.023736,0.20891,0.047827,0.256458,-0.205478,2.286447,0.024803145511093565,51.34
sh.688309,*ST恒誉,2023,1,2023-05-29,0.016501,0.240966,-0.09765,0.139794,-0.056848,2.423789,0.044174209775805925,21.93
sh.688310,迈得医疗,2023,1,2023-05-29,0.016219,0.21488,6.0845,0.220716,0.586108,4.006634,0.5285200268951744,39.86
sh.688311,盟升电子,2023,1,2023-05-29,-0.011293,-0.504628,-0.683675,0.30001,-2.177764,4.383856,0.023768210709287054,65.43
sh.688312,燕麦科技,2023,1,2023-05-29,0.001023,0.017982,-0.899489,0.134493,0.825388,1.898769,0.022102956082425712,17.56
sh.688313,仕佳光子,2023,1,2023-05-29,-0.002652,-0.021451,-1.13977,0.220032,0.271489,5.156829,0.08507893734168231,13.53
sh.688314,康拓医疗,2023,1,2023-05-29,0.035124,0.295147,0.085374,0.13182,0.21406,5.828927,0.05314372482356356,40.36
sh.688315,诺禾致源,2023,1,2023-05-29,0.011394,0.055429,0.220362,0.3515,-0.057453,6.212385,0.12661773945880694,30.81
sh.688316,青云科技,2023,1,2023-05-29,-0.150378,-0.675635,0.363919,0.484233,-0.560951,8.950653,0.31564183040618793,53.8
sh.688317,之江生物,2023,1,2023-05-29,0.001434,0.071449,-0.97812,0.07085,-2.037767,1.204609,0.004704445605961071,26.01
sh.688318,财富趋势,2023,1,2023-05-29,0.017577,0.862648,0.252241,0.055107,0.580013,4.118146,0.08466423687610969,142.21
sh.688319,欧林生物,2023,1,2023-05-29,0.004365,0.03512,1.345108,0.363404,-0.497643,10.090844,0.10423049897505611,22.01
sh.688320,禾川科技,2023,1,2023-05-29,0.013889,0.07768,0.122924,0.295336,-0.344475,3.819147,0.0534549409346115,39.41
sh.688321,微芯生物,2023,1,2023-05-29,-0.021871,-0.335919,-8.588838,0.476463,-0.456068,7.12508,0.0753366559383019,23.05
sh.688322,奥比中光,2023,1,2023-05-29,-0.021246,-1.153803,-0.074917,0.065221,-1.511094,4.947454,0.46735221752570805,39.35
sh.688323,瑞华泰,2023,1,2023-05-29,-0.007398,-0.170079,-1.619115,0.555329,0.351675,4.179037,0.07101788587886518,20.91
sh.688325,赛微微电,2023,1,2023-05-29,-0.000967,-0.055227,-1.131415,0.028565,-0.335325,2.154345,0.00966630045087628,42.72
sh.688326,经纬恒润,2023,1,2023-05-29,-0.016627,-0.118409,-1.757648,0.391503,-0.727852,2.845559,0.0025226367362760423,123.91
sh.688327,云从科技,2023,1,2023-05-29,-0.069789,-3.275031,-0.254939,0.472598,-2.385516,9.809025,0.3950623756179833,26.24
sh.688328,深科达,2023,1,2023-05-29,-0.024173,-0.107085,-2.339394,0.567126,-0.119626,2.55198,0.07921388760529206,22.2
sh.688329,艾隆科技,2023,1,2023-05-29,0.003091,0.04633,3.696273,0.414398,0.196248,3.240678,0.16398456594253827,34.12
sh.688330,宏力达,2023,1,2023-05-29,0.015291,0.250735,-0.517342,0.11474,-0.106324,1.382804,0.00843059152426138,49.6
sh.688331,荣昌生物,2023,1,2023-05-29,-0.067027,-1.924492,-0.128801,0.175699,-2.079455,7.515049,0.6446137715476637,64.63
sh.688332,中科蓝讯,2023,1,2023-05-29,0.013839,0.160927,0.230468,0.065156,-0.005958,2.898442,0.17513437127754752,86.86
sh.688333,铂力特,2023,1,2023-05-29,-0.01858,-0.214321,0.120727,0.49458,-1.628875,10.124472,0.45633738996741763,97.38
sh.688335,复洁环保,2023,1,2023-05-29,0.02487,0.175089,0.668634,0.17814,-0.053057,2.093632,0.0293297019468958,25.75
sh.688336,三生国健,2023,1,2023-05-29,0.007252,0.147519,12.770819,0.064562,0.265149,2.48206,0.08064178406275475,18.66
sh.688337,普源精电,2023,1,2023-05-29,0.008976,0.147885,4.409246,0.118791,0.005601,3.975492,0.04420293135974464,57.43
sh.688338,赛科希德,2023,1,2023-05-29,0.017511,0.398118,0.456804,0.044641,0.291859,2.819818,0.03734190583167801,52.88
sh.688339,亿华通,2023,1,2023-05-29,-0.013873,-0.987068,-0.343701,0.234724,-1.949446,2.820071,0.017091008807361526,77.0
sh.688345,博力威,2023,1,2023-05-29,-0.004458,-0.010996,-1.212303,0.53859,-0.133961,3.114416,0.02351316393996302,37.76
sh.688348,昱能科技,2023,1,2023-05-29,0.031128,0.267057,2.786692,0.296641,-0.987046,5.148716,0.001888275518503477,247.1
sh.688349,三一重能,2023,1,2023-05-29,0.04214,0.308562,-0.19693,0.56743,-0.243961,3.350221,0.023496940417582535,33.0
sh.688350,富淼科技,2023,1,2023-05-29,0.008947,0.031324,-0.582209,0.350041,-0.123896,1.501048,0.040181689741746504,17.55
sh.688351,微电生理,2023,1,2023-05-29,-0.005579,-0.178891,-56.755556,0.070821,-0.264469,6.185162,0.0606372386112727,21.92
sh.688353,华盛锂电,2023,1,2023-05-29,0.002838,0.080341,-0.940273,0.12329,-0.348013,1.500866,0.004482368188130315,36.55
sh.688355,明志科技,2023,1,2023-05-29,0.009339,0.092436,-0.336026,0.235445,0.541491,3.081321,0.22430900123098604,26.86
sh.688356,键凯科技,2023,1,2023-05-29,0.037644,0.507219,-0.100427,0.045932,0.421459,5.477711,0.00450336522236474,116.0
sh.688357,建龙微纳,2023,1,2023-05-29,0.036866,0.185738,0.380451,0.427239,0.142957,3.499462,0.06638334123761905,94.88
sh.688358,祥生医疗,2023,1,2023-05-29,0.039176,0.317968,1.113064,0.140568,0.019969,4.443511,0.5564145330583578,54.19
sh.688359,三孚新科,2023,1,2023-05-29,-0.026082,-0.205542,-1.34854,0.433725,0.129491,14.508505,0.6374035304295912,73.01
sh.688360,德马科技,2023,1,2023-05-29,0.021233,0.071893,0.271465,0.391771,-0.14181,2.332821,0.02663313175114463,19.75
sh.688362,甬矽电子,2023,1,2023-05-29,-0.01972,-0.135972,-1.810961,0.638058,-0.002395,6.510572,0.11672094713051623,39.99
sh.688363,华熙生物,2023,1,2023-05-29,0.029663,0.153983,0.016832,0.179694,-0.151962,6.297656,0.0021762852362993664,90.03
sh.688365,光云科技,2023,1,2023-05-29,-0.018154,-0.167195,0.490846,0.314869,-0.102911,6.365205,0.10166367192867821,15.35
sh.688366,昊海生科,2023,1,2023-05-29,0.014721,0.13898,0.338309,0.155647,0.130766,2.836093,0.1384029977454114,91.0
sh.688367,工大高科,2023,1,2023-05-29,0.00027,0.007641,0.382125,0.268212,-1.021448,2.781718,0.04377863052177896,18.13
sh.688368,晶丰明源,2023,1,2023-05-29,-0.039773,-0.226399,-4.228182,0.402215,0.213285,6.370106,0.13568083368917436,151.02
sh.688369,致远互联,2023,1,2023-05-29,-0.028433,-0.25931,-0.496785,0.212896,-0.980156,3.935544,0.5044340383717191,71.8
sh.688370,丛麟科技,2023,1,2023-05-29,0.012574,0.18806,-0.328671,0.21202,0.201769,1.383448,0.023240338139006826,37.66
sh.688371,菲沃泰,2023,1,2023-05-29,-0.005371,-0.18458,-2.375939,0.044043,0.663713,3.340497,0.02175160228928469,19.8
sh.688372,伟测科技,2023,1,2023-05-29,0.011411,0.194889,-0.392925,0.286224,0.342349,4.586274,0.09616523603678043,126.57
sh.688373,盟科药业,2023,1,2023-05-29,-0.047277,-3.250706,-0.100411,0.190321,-3.016204,5.392409,0.061339632763009334,9.56
sh.688375,国博电子,2023,1,2023-05-29,0.02035,0.166137,0.155264,0.341057,-0.371121,5.501793,0.020949201815220937,79.14
sh.688376,美埃科技,2023,1,2023-05-29,0.022503,0.123307,0.224162,0.380013,0.026477,3.221843,0.03408674099372893,36.15
sh.688377,迪威尔,2023,1,2023-05-29,0.01859,0.112535,0.001133,0.307663,0.2046,3.135098,0.15036631968744518,26.66
sh.688378,奥来德,2023,1,2023-05-29,0.055172,0.392803,0.102404,0.148883,-0.906557,3.810981,0.13058091581019615,46.85
sh.688379,华光新材,2023,1,2023-05-29,0.009102,0.028427,0.247999,0.463079,-0.470579,1.919669,0.08279085738671908,19.6
sh.688380,中微半导,2023,1,2023-05-29,0.013383,0.326427,0.581105,0.045424,-0.836291,3.839172,0.028966220193873137,30.98
sh.688381,帝奥微,2023,1,2023-05-29,0.003188,0.132141,-0.844855,0.013659,-0.01879,2.973879,0.012004385608804222,37.06
sh.688382,益方生物,2023,1,2023-05-29,-0.054474,-10000.0,0.016749,0.05928,-10000.0,5.36985,0.14719405879568467,19.73
sh.688383,新益昌,2023,1,2023-05-29,0.041902,0.162172,-0.178612,0.437538,-0.145118,9.755498,0.17681428872048532,135.0
sh.688385,复旦微电,2023,1,2023-05-29,0.040572,0.240356,-0.183253,0.226744,-0.648643,9.763709,0.06645177272196273,56.78
sh.688386,泛亚微透,2023,1,2023-05-29,0.018513,0.172118,-0.263458,0.267629,0.09118,5.285474,0.10696306555297491,47.5
sh.688387,信科移动,2023,1,2023-05-29,0.005393,0.018994,2.504934,0.530346,-0.511059,3.68016,0.32734243407528824,7.48
sh.688388,嘉元科技,2023,1,2023-05-29,0.005038,0.037329,-0.788938,0.325464,0.055561,1.509479,0.002353849905853903,25.34
sh.688389,普门科技,2023,1,2023-05-29,0.057971,0.316526,0.31007,0.19317,0.083449,7.112968,0.2989637262532234,26.74
sh.688390,固德威,2023,1,2023-05-29,0.138114,0.192802,44.652525,0.586366,0.062515,10.836991,0.13528317471921975,229.93
sh.688391,钜泉科技,2023,1,2023-05-29,0.017131,0.253927,-0.083378,0.073462,-0.416379,2.998611,0.01885935033646256,105.82
sh.688392,骄成超声,2023,1,2023-05-29,0.01739,0.185988,0.691756,0.192594,-0.194803,6.017897,0.055062656412826746,131.0
sh.688393,安必平,2023,1,2023-05-29,0.006338,-0.001831,-1.00959,0.107131,-0.19791,1.845428,0.03259484566141023,24.5
sh.688395,正弦电气,2023,1,2023-05-29,0.024545,0.171855,0.18727,0.14282,0.067487,2.878673,0.10832833301155026,23.42
sh.688396,华润微,2023,1,2023-05-29,0.018841,0.158813,-0.389284,0.231591,0.210875,3.712629,0.059283213968509864,57.36
sh.688398,赛特新材,2023,1,2023-05-29,0.012026,0.074498,0.051172,0.198636,0.179447,3.868548,0.34774472782726146,31.74
sh.688399,硕世生物,2023,1,2023-05-29,-0.005154,-0.206521,-1.03078,0.202889,-2.40706,0.943852,0.0002785939943811656,60.52
sh.688400,凌云光,2023,1,2023-05-29,0.002611,0.016016,1.548506,0.193154,0.151514,4.135399,0.14811425130442854,34.81
sh.688401,路维光电,2023,1,2023-05-29,0.020931,0.178317,1.194912,0.32053,0.444966,4.527731,0.02876917086844208,46.58
sh.688403,汇成股份,2023,1,2023-05-29,0.009012,0.108964,-0.459348,0.086322,0.198045,3.847956,0.12764854531540817,13.52
sh.688408,中信博,2023,1,2023-05-29,0.015408,0.049538,6.027997,0.548202,-0.031367,4.018192,0.0970471635784998,75.12
sh.688409,富创精密,2023,1,2023-05-29,0.00844,0.113129,-0.005152,0.28809,-0.284367,4.760581,0.03148954712197233,106.78
sh.688410,山外山,2023,1,2023-05-29,0.048055,0.384384,9.146633,0.217127,0.257062,4.429456,0.050289540338507834,48.65
sh.688416,恒烁股份,2023,1,2023-05-29,-0.011071,-0.260313,-1.735708,0.055628,-0.591536,4.326386,0.3823271916387026,88.05
sh.688418,震有科技,2023,1,2023-05-29,0.005166,0.011027,1.038766,0.419952,-0.023489,4.150644,0.12158068674223664,19.82
sh.688419,耐科装备,2023,1,2023-05-29,0.014022,0.315874,0.721016,0.143183,-0.116161,3.668357,0.028121961925768296,42.78
sh.688420,美腾科技,2023,1,2023-05-29,0.00347,0.057232,0.500243,0.178774,-0.973196,2.454693,0.010000439820034804,40.25
sh.688425,铁建重工,2023,1,2023-05-29,0.02653,0.176148,0.105123,0.374798,0.084986,1.777105,0.1195911890588107,5.3
sh.688426,康为世纪,2023,1,2023-05-29,0.002234,0.123513,-0.755572,0.064767,-0.119907,2.009636,0.034523990444620914,38.5
sh.688428,诺诚健华,2023,1,2023-05-29,-0.001641,-0.075134,0.882029,0.259164,-0.812797,2.915161,0.1610862808852663,12.43
sh.688432,有研硅,2023,1,2023-05-29,0.01922,0.334,0.168524,0.106831,0.203823,4.973399,0.05450445416108573,16.16
sh.688435,英方软件,2023,1,2023-05-29,-0.004884,-0.112562,0.582258,0.045593,-1.050003,7.254563,0.00752184963605917,97.51
sh.688439,振华风光,2023,1,2023-05-29,0.030349,0.437918,0.411397,0.133158,-0.097008,5.322168,0.02416229460564936,114.19
sh.688448,磁谷科技,2023,1,2023-05-29,-0.001302,-0.033558,0.644653,0.257641,-0.921525,2.011591,0.045157777954042314,26.5
sh.688455,科捷智能,2023,1,2023-05-29,-0.019503,-2.525262,-0.897077,0.464192,-3.363678,2.095224,0.027076180343364155,15.1
sh.688456,有研粉材,2023,1,2023-05-29,0.009465,0.018324,-0.286177,0.244899,-0.127573,2.84429,0.2568647120792405,31.15
sh.688459,哈铁科技,2023,1,2023-05-29,-0.000261,-0.019039,0.919327,0.106029,-0.242525,1.428959,0.061137988672507915,9.7
sh.688466,金科环境,2023,1,2023-05-29,0.006909,0.09343,0.847545,0.366431,0.604072,2.008465,0.04218701959161793,21.16
sh.688468,科美诊断,2023,1,2023-05-29,0.024919,0.345145,-0.109201,0.102475,0.181026,2.977585,0.0211701352983568,10.51
sh.688475,萤石网络,2023,1,2023-05-29,0.01858,0.084481,0.336997,0.305828,0.060742,5.491244,0.056748387160149405,48.37
sh.688480,赛恩斯,2023,1,2023-05-29,0.015119,0.142879,0.495254,0.305123,0.190537,2.988811,0.05766690991821052,28.15
sh.688485,九州一轨,2023,1,2023-05-29,-0.014013,-0.602405,-1.012137,0.171277,-1.399963,1.792849,0.036539176841594606,15.87
sh.688486,龙迅股份,2023,1,2023-05-29,0.008742,0.141325,-0.696316,0.032446,0.130075,5.361677,0.04895448082913189,104.8
sh.688488,艾迪药业,2023,1,2023-05-29,0.000405,0.004317,1.021799,0.291736,-0.500997,4.614169,0.06805908179303562,13.21
sh.688489,三未信安,2023,1,2023-05-29,-0.00201,-0.104467,0.589407,0.027349,-0.941174,4.504184,0.010836407310529001,74.38
sh.688496,清越科技,2023,1,2023-05-29,0.003292,-0.001855,0.897946,0.338331,-0.626941,6.239484,0.3004375375466719,17.73
sh.688498,源杰科技,2023,1,2023-05-29,0.005576,0.339859,-0.49683,0.067123,-0.71618,7.18308,0.05119284833761506,254.38
sh.688499,利元亨,2023,1,2023-05-29,-0.025934,-0.052839,-1.841948,0.739684,-0.533361,3.301457,0.00472450917387969,88.45
sh.688500,慧辰股份,2023,1,2023-05-29,-0.018949,-0.208988,-5.32873,0.195966,0.04449,1.43669,0.026689994143132553,17.58
sh.688501,青达环保,2023,1,2023-05-29,0.001312,-0.010959,0.887783,0.500011,-1.040477,3.04795,0.4614645616040137,25.79
sh.688503,聚和材料,2023,1,2023-05-29,0.026878,0.069366,0.195457,0.226213,-0.324143,2.714036,0.0356775143958578,76.54
sh.688505,复旦张江,2023,1,2023-05-29,0.003885,0.046493,0.828292,0.206422,-0.847276,4.341077,0.008294715454477918,9.49
sh.688506,百利天恒,2023,1,2023-05-29,-0.196522,-1.351668,-2.659944,0.557543,-1.522365,43.389502,0.014293001066656619,82.65
sh.688508,芯朋微,2023,1,2023-05-29,0.013805,0.104115,-0.418748,0.120287,-0.125443,5.186219,0.04720414669297822,68.47
sh.688509,正元地信,2023,1,2023-05-29,-0.007848,-0.059381,-0.287058,0.562193,-0.364348,2.551891,0.12947998803901506,5.0
sh.688510,航亚科技,2023,1,2023-05-29,0.012964,0.108851,5.704911,0.302851,-0.140706,5.020883,0.08504252271574154,18.85
sh.688511,天微电子,2023,1,2023-05-29,0.021645,0.393865,-0.256157,0.080312,-0.041772,3.446362,0.033917951021104786,34.87
sh.688513,苑东生物,2023,1,2023-05-29,0.02464,0.21949,0.133526,0.191358,0.118529,2.755685,0.05445910875936452,57.5
sh.688515,裕太微,2023,1,2023-05-29,-0.024185,-0.504277,-3.510145,0.07844,-0.171523,6.978496,0.004713379805126118,169.02
sh.688516,奥特维,2023,1,2023-05-29,0.084678,0.208132,1.131028,0.716938,0.071976,10.39742,0.24805686356837833,178.24
sh.688517,金冠电气,2023,1,2023-05-29,0.012043,0.10413,3.062119,0.338543,0.500958,4.126945,0.7568952601470988,22.69
sh.688518,联赢激光,2023,1,2023-05-29,0.038079,0.114926,4.877622,0.593562,-0.09815,3.123286,0.08334164778184223,26.33
sh.688519,南亚新材,2023,1,2023-05-29,-0.003482,-0.013362,-1.131147,0.44521,-0.054902,2.045821,0.02538218548041889,23.28
sh.688520,神州细胞,2023,1,2023-05-29,-10000.0,-0.466416,-0.067713,1.134921,-0.371044,-77.545353,0.780950875684023,66.59
sh.688521,芯原股份,2023,1,2023-05-29,-0.02475,-0.132736,-22.80251,0.325407,-0.488511,15.284465,0.10913155932236586,88.09
sh.688522,纳睿雷达,2023,1,2023-05-29,0.006095,0.241464,0.175132,0.04738,-2.06298,3.562078,0.01044766182078348,51.5
sh.688525,佰维存储,2023,1,2023-05-29,-0.053435,-0.296164,-9.080692,0.555468,-1.519296,14.301011,0.6323762576161747,76.27
sh.688526,科前生物,2023,1,2023-05-29,0.038022,0.484525,0.492198,0.222118,0.637187,3.021222,0.06228375725749667,23.54
sh.688528,秦川物联,2023,1,2023-05-29,-0.020029,-0.296043,-0.883341,0.287477,-0.47763,2.486639,0.031038162553855615,10.88
sh.688529,豪森股份,2023,1,2023-05-29,0.023016,0.06749,0.014029,0.704532,-0.673509,2.458593,0.020126132683219836,23.74
sh.688533,上声电子,2023,1,2023-05-29,0.026786,0.066265,1.356328,0.483712,0.134851,6.399967,0.38181169897840844,45.33
sh.688536,思瑞浦,2023,1,2023-05-29,0.000431,0.005337,-0.98207,0.065681,-0.322258,7.145499,0.004212233345010518,226.97
sh.688538,和辉光电,2023,1,2023-05-29,-0.027305,-0.502792,-1.254549,0.491775,-0.119799,2.383851,0.12615912529745654,2.64
sh.688550,瑞联新材,2023,1,2023-05-29,0.004739,0.051328,-0.823798,0.092882,0.287757,1.477511,0.008672738899573436,44.72
sh.688551,科威尔,2023,1,2023-05-29,0.021224,0.224575,2.058602,0.24138,0.003708,4.977239,0.15162544501677092,65.28
sh.688553,汇宇制药,2023,1,2023-05-29,0.010274,0.161515,-0.677874,0.139553,-0.234619,1.820005,0.004093008815966744,16.14
sh.688555,*ST泽达,2023,1,2023-05-29,-10000.0,-10000.0,-10000.0,-10000.0,0.428053,0.0031046015964592217,4.14,
sh.688556,高测股份,2023,1,2023-05-29,0.149639,0.26557,2.454027,0.605941,-0.148613,6.969117,0.2750962908783357,49.8
sh.688557,兰剑智能,2023,1,2023-05-29,-0.000735,-0.004734,0.795617,0.311353,-0.329346,2.719062,0.06505571734330882,37.22
sh.688558,国盛智科,2023,1,2023-05-29,0.023811,0.136661,-0.154671,0.216295,0.060571,2.894686,0.07147679402273666,33.89
sh.688559,海目星,2023,1,2023-05-29,0.0153,0.034896,1.946165,0.779504,-0.457528,4.319179,0.17881340437575652,44.68
sh.688560,明冠新材,2023,1,2023-05-29,0.006184,0.047668,-0.42778,0.155271,-0.185667,1.844801,0.011722031816607364,28.83
sh.688561,奇安信,2023,1,2023-05-29,-0.054564,-0.579681,-0.111457,0.309939,-0.783541,3.980357,0.05039334501605722,55.78
sh.688565,力源科技,2023,1,2023-05-29,-0.006202,-0.084188,-1.590788,0.430262,-0.850395,2.2235,0.07811955408371109,8.17
sh.688566,吉贝尔,2023,1,2023-05-29,0.022227,0.229269,0.331402,0.115483,0.620874,3.94857,0.11091970510529045,36.58
sh.688567,孚能科技,2023,1,2023-05-29,-0.029634,-0.094142,-0.439796,0.61887,-0.106054,2.193532,0.08969792613222358,21.1
sh.688568,中科星图,2023,1,2023-05-29,0.001591,0.041861,6.004171,0.264295,-0.80019,5.968033,0.013631343840510351,78.33
sh.688569,铁科轨道,2023,1,2023-05-29,0.053879,0.281566,2.131506,0.222774,0.154033,3.13804,0.2781729194298341,39.4
sh.688571,杭华股份,2023,1,2023-05-29,0.009799,0.055746,0.418372,0.181043,0.061799,1.769857,0.07885495840259424,6.01
sh.688575,亚辉龙,2023,1,2023-05-29,0.033051,0.102643,-0.866688,0.328321,-0.548041,4.221118,0.012914513656122536,18.57
sh.688577,浙海德曼,2023,1,2023-05-29,0.01083,0.058665,-0.39829,0.36553,-0.076973,2.764099,0.09288312645547869,44.73
sh.688578,艾力斯,2023,1,2023-05-29,0.010859,0.126136,2.538252,0.063867,-0.074302,3.945815,0.11745008040186625,28.38
sh.688579,山大地纬,2023,1,2023-05-29,0.010849,0.138774,2.692537,0.206685,-0.4389,4.790549,0.17063590320674,15.71
sh.688580,伟思医疗,2023,1,2023-05-29,0.019518,0.314861,0.768504,0.097162,0.116758,3.380706,0.02431815101490499,76.55
sh.688585,上纬新材,2023,1,2023-05-29,0.015362,0.055266,-0.075418,0.323921,-0.074445,2.86801,0.09695638227744302,8.27
sh.688586,江航装备,2023,1,2023-05-29,0.025186,0.197286,0.063798,0.32037,-0.427728,4.362089,0.059314116290841254,13.34
sh.688588,凌志软件,2023,1,2023-05-29,0.029394,0.237844,0.123381,0.04616,-0.031227,4.512971,0.06454345474157548,15.42
sh.688589,力合微,2023,1,2023-05-29,0.025765,0.192315,0.582879,0.18885,0.522377,5.2559,0.06395075335963737,44.03
sh.688590,新致软件,2023,1,2023-05-29,0.005702,0.020428,0.844073,0.362427,-0.373998,3.417395,0.2612238110305345,15.59
sh.688595,芯海科技,2023,1,2023-05-29,-0.045278,-0.793554,-54.805106,0.353657,-0.767746,5.173553,0.02498220335687243,36.19
sh.688596,正帆科技,2023,1,2023-05-29,0.004584,0.036406,0.256821,0.609984,-0.316101,4.406812,0.21806933633854814,39.38
sh.688597,煜邦电力,2023,1,2023-05-29,-0.005903,-0.072751,-1.890245,0.332679,-0.009694,2.963403,0.17648611900429284,10.35
sh.688598,金博股份,2023,1,2023-05-29,0.019522,0.391397,-0.416093,0.126965,0.177974,2.361026,0.0,153.3
sh.688599,天合光能,2023,1,2023-05-29,0.064318,0.086419,2.187533,0.709588,-0.041905,3.126613,0.18708790986535354,40.3
sh.688600,皖仪科技,2023,1,2023-05-29,0.001679,0.011046,1.165845,0.300617,-0.126152,3.975154,0.15173457193524204,26.4
sh.688601,力芯微,2023,1,2023-05-29,0.02479,0.163372,-0.559054,0.079993,0.01421,5.996206,0.04149636984789042,75.56
sh.688606,奥泰生物,2023,1,2023-05-29,0.009674,0.170818,-0.961552,0.076726,-0.752432,1.267513,0.017187563272942262,99.07
sh.688607,康众医疗,2023,1,2023-05-29,-0.007969,-0.133096,0.07775,0.071491,-0.327031,2.263227,0.025162722517813967,21.48
sh.688608,恒玄科技,2023,1,2023-05-29,-0.000128,-0.001986,-1.033853,0.039347,0.014153,2.914747,0.013756280541518092,144.96
sh.688609,九联科技,2023,1,2023-05-29,0.006868,0.014638,0.308106,0.581015,-0.091363,3.816952,0.21649328938912427,9.63
sh.688611,杭州柯林,2023,1,2023-05-29,0.015864,0.349522,0.204074,0.067094,0.912872,3.841513,0.1039169446216716,56.9
sh.688613,奥精医疗,2023,1,2023-05-29,0.014109,0.350801,0.496704,0.089174,0.26058,2.439761,0.009173905277550796,24.18
sh.688616,西力科技,2023,1,2023-05-29,0.003628,0.051043,-0.493337,0.216021,0.52771,2.499077,0.15864189828597333,12.71
sh.688617,惠泰医疗,2023,1,2023-05-29,0.056519,0.282472,0.56754,0.204485,0.332693,13.68573,0.22236133632035546,383.95
sh.688618,三旺通信,2023,1,2023-05-29,0.014552,0.159084,0.357903,0.191288,-0.066567,6.18743,0.38064182888780995,66.44
sh.688619,罗普特,2023,1,2023-05-29,-0.013448,-0.72036,-0.30195,0.342872,-2.540033,2.221881,0.07346602667774348,15.04
sh.688621,阳光诺和,2023,1,2023-05-29,0.052068,0.206075,0.374879,0.361973,-0.357971,7.423307,0.012548919124586843,62.61
sh.688622,禾信仪器,2023,1,2023-05-29,-0.031319,-0.31471,-0.347398,0.49539,-1.129433,5.125577,0.10932666788767434,37.66
sh.688625,呈和科技,2023,1,2023-05-29,0.047334,0.300849,0.110628,0.596873,0.168399,4.975569,0.005104628482339167,41.38
sh.688626,翔宇医疗,2023,1,2023-05-29,0.019442,0.269586,3.631348,0.186223,0.254622,3.557606,0.11213769032343111,43.63
sh.688628,优利德,2023,1,2023-05-29,0.037826,0.169338,-0.237814,0.177957,0.493978,4.325482,0.11593455718071534,43.0
sh.688630,芯碁微装,2023,1,2023-05-29,0.031421,0.213612,0.703203,0.28816,-0.446336,8.187043,0.19319047323931193,73.45
sh.688633,星球石墨,2023,1,2023-05-29,0.015887,0.201758,-0.429414,0.357766,-0.072179,2.338681,0.06957709541869544,43.87
sh.688636,智明达,2023,1,2023-05-29,-0.001332,-0.019096,-1.148277,0.334245,-0.796902,4.164374,0.029551362425022206,80.7
sh.688639,华恒生物,2023,1,2023-05-29,0.05329,0.202842,0.470101,0.285229,0.229343,11.540603,0.6912342176839272,166.82
sh.688655,迅捷兴,2023,1,2023-05-29,0.009088,0.058671,1.01448,0.326973,0.161525,2.881035,0.13316821037898396,14.92
sh.688656,浩欧博,2023,1,2023-05-29,0.007107,0.068855,-0.589911,0.151614,0.031276,3.063873,0.0163886599418024,38.17
sh.688658,悦康药业,2023,1,2023-05-29,0.021126,0.07579,0.337054,0.347808,0.192494,2.782679,0.13652928076823445,25.25
sh.688659,元琛科技,2023,1,2023-05-29,0.00491,0.033939,-0.345011,0.504447,-0.504938,3.271638,0.2675701380537863,13.23
sh.688660,电气风电,2023,1,2023-05-29,-0.023602,-0.120206,-2.266524,0.771494,-0.868927,1.150941,0.04028576117546225,6.02
sh.688661,和林微纳,2023,1,2023-05-29,-0.005708,-0.166632,-1.370584,0.04864,-0.346107,6.87582,0.10096217791542339,95.77
sh.688662,富信科技,2023,1,2023-05-29,0.003155,0.020861,-0.854744,0.223396,-0.160423,4.806503,0.2833865685349061,39.55
sh.688663,新风光,2023,1,2023-05-29,0.01781,0.093409,0.160895,0.514746,-0.055585,4.010612,0.19855578151846318,33.5
sh.688665,四方光电,2023,1,2023-05-29,0.042755,0.278086,-0.104341,0.203352,0.20251,6.745342,0.03567691790574916,89.29
sh.688667,菱电电控,2023,1,2023-05-29,0.008888,0.058568,-0.47877,0.188757,-0.286474,2.402066,0.01409692725744152,71.55
sh.688668,鼎通科技,2023,1,2023-05-29,0.018999,0.205067,0.03057,0.105397,0.036815,3.323078,0.029008325308732222,59.36
sh.688669,聚石化学,2023,1,2023-05-29,0.009325,0.015538,-0.49343,0.569972,-0.047571,1.408438,0.023170770877613673,23.63
